"Name","State","Created","Runtime","Sweep","alpha","base_learning_rate","batch_size","beta","dropout","epochs","input_shape","l2_reg","lr_multiplier","task","epoch","train_loss","val_acc","val_auc","val_dice","val_dice_c0","val_dice_c1","val_dice_manual","val_iou","val_iou_c0","val_iou_c1","val_iou_manual","val_loss","val_sens","val_spec"
"daily-sweep-51","finished","2025-07-19T10:26:18.000Z","5769","","2","0.0002","128","0.5","0.16394361807580685","40","[256,256,1]","0.000023323597927059305","0.8550631650944773","multitask","40","0.5569533294155484","0.49023090586145646","0.5222874778622772","0.5643812417984009","","","0.566335654258728","0.4259316325187683","","","","2.6255456447601317","",""
"misunderstood-sweep-50","finished","2025-07-19T08:48:49.000Z","5843","","2","0.0002","64","1","0.17683000273924532","40","[256,256,1]","0.000015642860098196377","0.8082102227274663","multitask","40","0.6551687561330342","0.4511545293072824","0.48463381602250233","0.5804481506347656","","","0.58045584625668","0.442932665348053","","","","2.6240825123257108","",""
"whole-sweep-49","finished","2025-07-19T07:11:29.000Z","5835","","2","0.0002","64","0.5","0.15237395203499868","40","[256,256,1]","0.00001955684903117882","0.9214508487896436","multitask","40","0.6766549632662818","0.4706927175843694","0.4974216064173352","0.5838868021965027","","","0.5836058325237699","0.4468044340610504","","","","2.7749384774102106","",""
"visionary-sweep-48","finished","2025-07-19T05:34:07.000Z","5838","","2","0.0002","64","0.5","0.15415296733704154","40","[256,256,1]","0.000035173246206210594","0.8251716229435875","multitask","40","0.658338949793861","0.48312611012433393","0.5032815918324826","0.5848046541213989","","","0.5847689509391785","0.4484162628650666","","","","2.5835281478034124","",""
"fast-sweep-47","finished","2025-07-19T03:56:38.000Z","5843","","1","0.0002","64","1","0.1607541275643852","40","[256,256,1]","0.00003816124516140262","0.8252968395879454","multitask","40","0.6654080918857029","0.47424511545293074","0.5120585477653923","0.5759161114692688","","","0.5757229195700752","0.4378060698509216","","","","2.6786893208821616","",""
"fast-sweep-46","finished","2025-07-19T02:19:05.000Z","5849","","1","0.0002","64","2","0.1547466294481541","40","[256,256,1]","0.00002222979184124784","0.8240454365707696","multitask","40","0.6632809255804334","0.47602131438721135","0.4987759141577248","0.5730749368667603","","","0.5728385580910577","0.4333151876926422","","","","2.642137500974867","",""
"lilac-sweep-45","finished","2025-07-19T00:40:21.000Z","5922","","2","0.0002","32","2","0.1683268826903847","40","[256,256,1]","0.000019624092409047866","0.8031418137628583","multitask","40","0.5899910108152643","0.4724689165186501","0.4792426294405667","0.546128511428833","","","0.5471998188230727","0.4075365662574768","","","","2.433336933453878","",""
"cool-sweep-44","finished","2025-07-18T23:01:51.000Z","5908","","2","0.0002","32","0.5","0.2444084267391207","40","[256,256,1]","0.000010837961404482258","0.8397694358089498","multitask","40","0.5432873364672604","0.4955595026642984","0.4911188665485988","0.5661360025405884","","","0.5664624869823456","0.431095838546753","","","","2.381907516055637","",""
"sage-sweep-43","finished","2025-07-18T21:22:35.000Z","5951","","1","0.0002","64","2","0.1544193347995857","40","[256,256,1]","0.00001567602260462424","0.8170953468474593","multitask","40","0.6767939130465189","0.4920071047957371","0.49104724450463594","0.5733119249343872","","","0.573117368751102","0.434019535779953","","","","2.631711562474569","",""
"dauntless-sweep-42","finished","2025-07-18T19:42:08.000Z","6021","","1","0.0002","64","2","0.17381708619006167","40","[256,256,1]","0.00001621423743371274","0.8042007524967383","multitask","40","0.6777516120956057","0.4866785079928952","0.500696687154912","0.5803823471069336","","","0.5802194078763326","0.44201019406318665","","","","2.8569165335761175","",""
"helpful-sweep-41","finished","2025-07-18T18:01:56.000Z","6005","","1","0.0002","64","1","0.15207066633410116","40","[256,256,1]","0.00001862379897821313","0.8172534361080082","multitask","40","0.6595108821278527","0.47602131438721135","0.4940553703510782","0.5837001204490662","","","0.5835562017228868","0.4467776417732239","","","","2.7949902481502957","",""
"rosy-sweep-40","finished","2025-07-18T16:21:32.000Z","6017","","2","0.0002","64","1","0.15174133310957122","40","[256,256,1]","0.000014685553590663018","0.8559983686951624","multitask","40","0.6866974319730487","0.45293072824156305","0.4866392332534639","0.5533788204193115","","","0.5533597535557218","0.4103963971138001","","","","2.811192353566488","",""
"scarlet-sweep-39","finished","2025-07-18T14:42:23.000Z","5946","","2","0.0002","128","2","0.1698276469209235","40","[256,256,1]","0.000010732652294316704","0.8804476375145687","multitask","40","0.5705241433211735","0.49733570159857904","0.5189733305552662","0.5667443871498108","","","0.5666280865669251","0.4276982843875885","","","","2.6633325099945067","",""
"noble-sweep-38","finished","2025-07-18T13:03:15.000Z","5944","","2","0.0002","128","0.5","0.17738273053511008","40","[256,256,1]","0.00002389843105232037","0.8140428433591338","multitask","40","0.5581273237864176","0.5115452930728241","0.5329982289821857","0.560247004032135","","","0.561481487751007","0.42162469029426575","","","","2.562324857711792","",""
"golden-sweep-37","finished","2025-07-18T11:22:43.000Z","6029","","2","0.0002","64","0.5","0.15755815668950712","40","[256,256,1]","0.000015121212353426748","1.0252419615691422","multitask","40","0.6850610744385492","0.458259325044405","0.4683300343785811","0.5667892694473267","","","0.5667313800917732","0.4256154894828797","","","","2.792085197236803","",""
"swept-sweep-36","finished","2025-07-18T09:43:20.000Z","5957","","2","0.0002","128","0.5","0.17148930674478102","40","[256,256,1]","0.000026136093427546337","1.1666763704461196","multitask","40","0.5657705324036735","0.47602131438721135","0.4846989269715595","0.5705661773681641","","","0.5704079866409302","0.43338561058044434","","","","2.6712541580200195","",""
"worldly-sweep-35","finished","2025-07-18T08:04:52.000Z","5900","","2","0.0002","128","2","0.17426546403778603","40","[256,256,1]","0.000020239826605522715","0.8006467683399727","multitask","40","0.5584561980905987","0.4937833037300178","0.519976039170747","0.5662354826927185","","","0.5677917122840881","0.42817360162734985","","","","2.624357843399048","",""
"fiery-sweep-34","finished","2025-07-18T06:24:46.000Z","6000","","2","0.0002","64","0.5","0.16424560614680547","40","[256,256,1]","0.000012976663529070028","0.85647289410481","multitask","40","0.6881790970052991","0.47424511545293074","0.4998567559120742","0.5780174732208252","","","0.5779264569282532","0.43927252292633057","","","","2.556717210345798","",""
"woven-sweep-33","finished","2025-07-18T04:44:19.000Z","6022","","2","0.0002","64","1","0.16501033501712883","40","[256,256,1]","0.000011426806949114038","0.825862918763697","multitask","40","0.6663563279878526","0.4369449378330373","0.4922648192520054","0.5847370624542236","","","0.5847124126222398","0.4475294351577759","","","","2.5476650396982827","",""
"sage-sweep-32","finished","2025-07-18T03:05:20.000Z","5936","","2","0.0002","128","2","0.16790907031737692","40","[256,256,1]","0.000011333405711958374","0.8094715162486248","multitask","40","0.5532208979129791","0.4849023090586146","0.5175669340556308","0.5681947469711304","","","0.5692258477210999","0.42808395624160767","","","","2.5759127140045166","",""
"zesty-sweep-31","finished","2025-07-18T01:25:08.000Z","5973","","2","0.0002","128","2","0.1536445829122152","40","[256,256,1]","0.000013816217666907076","1.172904407617004","multitask","40","0.5691868662834167","0.4653641207815275","0.49558547765392225","0.567681074142456","","","0.566125464439392","0.4288747906684875","","","","2.743850326538086","",""
"exalted-sweep-30","finished","2025-07-17T23:46:15.000Z","5926","","2","0.0002","128","0.5","0.15020011749950907","40","[256,256,1]","0.000016544162802914538","0.8552319590365242","multitask","40","0.5620614758559636","0.4991119005328597","0.5208875924575477","0.564084529876709","","","0.5647492289543152","0.4258536100387573","","","","2.5907683849334715","",""
"gallant-sweep-29","finished","2025-07-17T22:04:33.000Z","6096","","2","0.0002","64","1","0.15086527453910423","40","[256,256,1]","0.00001224362310397121","0.8195326638750267","multitask","40","0.6711901426315308","0.4511545293072824","0.47425513074278575","0.5835564136505127","","","0.5833795666694641","0.4460740983486175","","","","2.7727170520358615","",""
"polar-sweep-28","finished","2025-07-17T20:22:31.000Z","6115","","2","0.0002","128","0.5","0.1585771776542002","40","[256,256,1]","0.000010756712647697585","0.8072317694551067","multitask","40","0.5678955571992057","0.4955595026642984","0.5119673924367122","0.5724717974662781","","","0.57363862991333","0.43484097719192505","","","","2.6885987758636474","",""
"dutiful-sweep-27","finished","2025-07-17T18:42:48.000Z","5978","","2","0.0002","128","2","0.15315267831526783","40","[256,256,1]","0.000019946468815749793","1.1871814569274317","multitask","40","0.5669887037504286","0.45293072824156305","0.4871210542764871","0.5722701549530029","","","0.5709603190422058","0.43310508131980896","","","","2.664889430999756","",""
"worldly-sweep-26","finished","2025-07-17T17:03:15.000Z","5966","","2","0.0002","128","0.5","0.16581283645126485","40","[256,256,1]","0.000017385210965692724","0.8081559086498794","multitask","40","0.5564372397604442","0.49023090586145646","0.5245598499843733","0.5668216943740845","","","0.5680051445960999","0.4290388226509094","","","","2.544166994094849","",""
"autumn-sweep-25","finished","2025-07-17T15:22:37.000Z","6031","","2","0.0002","64","0.5","0.1852102393828501","40","[256,256,1]","0.000014638651099610324","0.897973202481839","multitask","40","0.669938223702567","0.458259325044405","0.495963121158454","0.5703993439674377","","","0.5703900787565443","0.43128782510757446","","","","2.64180056254069","",""
"good-sweep-24","finished","2025-07-17T13:42:34.000Z","5996","","2","0.0002","64","0.5","0.17363087616540868","40","[256,256,1]","0.00002049810565723476","0.804952801210608","multitask","40","0.6713255374204545","0.458259325044405","0.492043442025211","0.5803941488265991","","","0.5803711944156222","0.4428308606147766","","","","2.510130246480306","",""
"valiant-sweep-23","finished","2025-07-17T12:02:21.000Z","6010","","2","0.0002","64","0.5","0.23441516575828697","40","[256,256,1]","0.000013216032055954674","0.8177455231776121","multitask","40","0.6780198883442652","0.4547069271758437","0.4817038233149286","0.5864317417144775","","","0.5863006578551399","0.4502505362033844","","","","2.6750931474897595","",""
"cool-sweep-22","finished","2025-07-17T10:22:42.000Z","5973","","2","0.0002","128","0.5","0.15738067727251026","40","[256,256,1]","0.0000295088608184551","0.8187830015697738","multitask","40","0.5604473877520788","0.49023090586145646","0.5156396499635378","0.5684720277786255","","","0.5697429180145264","0.4293376505374909","","","","2.6074972629547117","",""
"expert-sweep-21","finished","2025-07-17T08:42:43.000Z","5996","","0.5","0.0002","128","0.5","0.15389682160820609","40","[256,256,1]","0.00002208694807863211","0.8915725352458455","multitask","40","0.5537478867031279","0.4849023090586146","0.5202429940618815","0.5538780093193054","","","0.5538111329078674","0.41278791427612305","","","","2.56591534614563","",""
"jumping-sweep-20","finished","2025-07-17T07:03:12.000Z","5964","","1","0.0002","128","0.5","0.15041142197239296","40","[256,256,1]","0.000014984541730859076","0.8160074616979418","multitask","40","0.5599379028592791","0.4866785079928952","0.5233097197624752","0.578218936920166","","","0.5773469090461731","0.4413703382015228","","","","2.581102657318115","",""
"apricot-sweep-19","finished","2025-07-17T05:23:09.000Z","5998","","2","0.0002","64","0.5","0.15231403722652412","40","[256,256,1]","0.000012895052157822757","0.9314258026094454","multitask","40","0.6706729446138654","0.4653641207815275","0.4917960204187936","0.5787320733070374","","","0.5785675711101956","0.440652459859848","","","","2.83343497912089","",""
"toasty-sweep-18","finished","2025-07-17T03:43:36.000Z","5968","","2","0.0002","128","0.5","0.1586399033384721","40","[256,256,1]","0.000012122152836165565","0.9543906042589966","multitask","40","0.5640642018545241","0.4849023090586146","0.5371913741014689","0.5750606656074524","","","0.5759295344352722","0.4381829202175141","","","","2.6032158851623537","",""
"fluent-sweep-17","finished","2025-07-17T02:06:33.000Z","5820","","1","0.0002","128","1","0.2403131934138165","40","[256,256,1]","0.000016192880003208348","0.8071917126847552","multitask","40","0.5559818758851006","0.47957371225577267","0.5166163141993958","0.5670577883720398","","","0.5678956031799316","0.42799112200737","","","","2.6370709896087647","",""
"silvery-sweep-16","finished","2025-07-16T22:52:49.000Z","11619","","2","0.0002","128","0.5","0.2185519339730443","40","[256,256,1]","0.000030582648110747564","0.8155634837018876","multitask","40","0.5565515188943773","0.5097690941385435","0.5289483279508282","0.558361291885376","","","0.5595141172409057","0.4182886779308319","","","","2.601136016845703","",""
"prime-sweep-15","finished","2025-07-16T19:49:13.000Z","6450","","2","0.0002","64","0.5","0.24251179464728123","40","[256,256,1]","0.000022642529192829156","0.8780305562654025","multitask","40","0.6792624805654798","0.4724689165186501","0.5066673611834566","0.5710892677307129","","","0.5710643861028883","0.4310983419418335","","","","2.614312834209866","",""
"jumping-sweep-14","finished","2025-07-16T18:11:32.000Z","5858","","2","0.0002","32","0.5","0.19693756351850591","40","[256,256,1]","0.00002291749337504806","0.8319189259778859","multitask","40","0.5868581612426115","0.47957371225577267","0.4793858735284926","0.5567519664764404","","","0.5573660516076617","0.4194788634777069","","","","2.422636184427473","",""
"bumbling-sweep-13","finished","2025-07-16T16:31:41.000Z","5988","","2","0.0002","128","0.5","0.18997679285352567","40","[256,256,1]","0.00001549718215830156","0.851598662437757","multitask","40","0.5569298551196143","0.5008880994671403","0.5223721220960517","0.5700400471687317","","","0.5704282641410827","0.4309675991535187","","","","2.5731263637542723","",""
"quiet-sweep-12","finished","2025-07-16T14:52:28.000Z","5951","","2","0.0002","64","0.5","0.2249219480298535","40","[256,256,1]","0.000018368547406223717","0.8225701275295627","multitask","40","0.6673868213381086","0.47602131438721135","0.4858839462444005","0.5877883434295654","","","0.5875371562110053","0.4513242542743683","","","","2.731637954711914","",""
"snowy-sweep-11","finished","2025-07-16T13:12:41.000Z","5984","","2","0.0002","128","0.5","0.1742681533608143","40","[256,256,1]","0.000020413824276282384","0.8392274516475633","multitask","40","0.5525908668835958","0.47424511545293074","0.5262332013751432","0.5758023262023926","","","0.5763794302940368","0.4397878646850586","","","","2.6149946212768556","",""
"young-sweep-10","finished","2025-07-16T11:32:45.000Z","5992","","1","0.0002","128","2","0.24610870737097268","40","[256,256,1]","0.000016246807305374142","0.9074431481558214","multitask","40","0.556822847752344","0.5186500888099467","0.5311881445983957","0.5682781934738159","","","0.5682539343833923","0.4297083616256714","","","","2.538068342208862","",""
"good-sweep-9","finished","2025-07-16T09:54:54.000Z","5865","","2","0.0002","32","2","0.24509690771916057","40","[256,256,1]","0.000022032827888560426","0.8406922629475503","multitask","40","0.5586518717099385","0.4653641207815275","0.48506354828627984","0.5649273991584778","","","0.5658910721540451","0.4283804595470429","","","","2.440022230148315","",""
"floral-sweep-8","finished","2025-07-16T08:14:53.000Z","5997","","2","0.0002","64","2","0.24888964229597876","40","[256,256,1]","0.000029122620103715077","0.8145831569471791","multitask","40","0.6522736421653202","0.47602131438721135","0.5026565267215335","0.5858975052833557","","","0.5859636863072714","0.45029059052467346","","","","2.733582099278768","",""
"swift-sweep-7","finished","2025-07-16T06:35:00.000Z","5988","","2","0.0002","128","0.5","0.24090532286045205","40","[256,256,1]","0.000020375893256420404","0.9336955581650244","multitask","40","0.5665705856822786","0.5008880994671403","0.5332977393478487","0.563500702381134","","","0.5637413620948791","0.42503830790519714","","","","2.5947615623474123","",""
"restful-sweep-6","finished","2025-07-16T04:54:33.000Z","6024","","2","0.0002","128","1","0.248055544745431","40","[256,256,1]","0.00002535127336197567","0.8281278660642007","multitask","40","0.5656716312680926","0.4991119005328597","0.5226455880820918","0.5671041011810303","","","0.5669667482376098","0.4275416135787964","","","","2.5176507472991942","",""
"rare-sweep-5","finished","2025-07-16T03:11:24.000Z","6184","","2","0.0002","128","2","0.234546268765386","40","[256,256,1]","0.000027708079748421347","0.9590713148340436","multitask","40","0.5631764502752394","0.4689165186500888","0.5210047921658506","0.55538010597229","","","0.5549329996109009","0.41630974411964417","","","","2.6925517559051513","",""
"charmed-sweep-4","finished","2025-07-16T01:26:16.000Z","6303","","2","0.0002","64","1","0.23760220190696976","40","[256,256,1]","0.00001269900796712574","0.927606000889371","multitask","40","0.6737803901944842","0.4404973357015986","0.4733045108865507","0.5681761503219604","","","0.5682104561063979","0.4279562532901764","","","","2.812200493282742","",""
"fine-sweep-3","finished","2025-07-15T23:45:57.000Z","6017","","0.5","0.0002","16","1","0.21567316407482384","40","[256,256,1]","0.0001250353318015199","0.9576388361659088","multitask","40","0.4727813242059765","0.4635879218472469","0.4686165225544327","0.51357102394104","","","0.5054976468284925","0.3809030652046203","","","","2.1923767725626626","",""
"honest-sweep-2","finished","2025-07-15T22:04:46.000Z","6068","","2","0.0002","32","0.5","0.22714332247310523","40","[256,256,1]","0.00014078574805044563","1.077069918618927","multitask","40","0.5893329396305313","0.477797513321492","0.492225752682571","0.5068487524986267","","","0.5070653988255395","0.3676218092441559","","","","2.2796426680352955","",""
"young-sweep-1","failed","2025-07-15T20:27:32.000Z","5832","","0.5","0.0002","32","1","0.1925816409492131","40","[256,256,1]","0.0000960690072751316","0.9152495273039722","multitask","40","0.5866352158138551","0.4724689165186501","0.4793337847692468","0.5490984916687012","","","0.5499810891018974","0.4104243516921997","","","","2.35147633155187","",""
"clean-sweep-12","finished","2025-07-15T12:25:48.000Z","13570","","2","0.0002","16","2","0.17802918196492798","40","[256,256,1]","0.00009219765239055344","1.1359393258799395","multitask","39","","0.7064056939501779","0.6833963651644079","0.6545091867446899","","","0.6783971074554656","0.5569120645523071","","","0.5162477294603983","0.9041181984874938","0.5614035087473068","0.8053892215327727"
"sage-sweep-11","finished","2025-07-15T08:44:44.000Z","13256","","1","0.0002","16","0.5","0.19064006253068785","40","[256,256,1]","0.00012356786171350894","0.8453934875670721","multitask","39","","0.7295373665480427","0.6972896312637882","0.6605408191680908","","","0.6835083795918359","0.5633943676948547","","","0.5220397180981107","0.912253611617618","0.5263157894506002","0.8682634730278963"
"spring-sweep-10","finished","2025-07-15T04:56:25.000Z","13693","","1","0.0002","16","0.5","0.22428332338052573","40","[256,256,1]","0.00007126677352572538","1.1101391598347778","multitask","39","","0.7046263345195729","0.671459712154638","0.6565397381782532","","","0.6818905472755432","0.5588124394416809","","","0.5201123447881805","0.9102718234062196","0.49561403506598184","0.8473053891961885"
"distinctive-sweep-9","finished","2025-07-15T01:05:43.000Z","13836","","2","0.0002","16","0.5","0.17847530873702347","40","[256,256,1]","0.00010115712706304434","1.1139213320273518","multitask","39","","0.7064056939501779","0.6632130475890324","0.6627535223960876","","","0.6800913198126687","0.5654011964797974","","","0.518232432504495","0.8910955637693405","0.4342105262967451","0.8922155688355624"
"rare-sweep-8","finished","2025-07-14T21:27:01.000Z","13119","","2","0.0002","16","1","0.2084496389865959","40","[256,256,1]","0.00010114379614199887","1.0921972844320944","multitask","39","","0.7099644128113879","0.6599432713520329","0.664989173412323","","","0.6695364200406604","0.5664570331573486","","","0.5064563105503718","0.9133618639575112","0.3947368420879501","0.9251497005711032"
"worthy-sweep-7","finished","2025-07-14T17:57:49.000Z","12549","","2","0.0002","16","0.5","0.20222947907501723","40","[256,256,1]","0.00007934628630506551","0.9426534753963174","multitask","39","","0.7064056939501779","0.6806124592919424","0.6623452305793762","","","0.6824396517541673","0.5648134350776672","","","0.5208028439018462","0.8795871204800076","0.5438596490989535","0.8173652694366058"
"rare-sweep-6","finished","2025-07-14T14:38:24.000Z","11959","","2","0.0002","32","1","0.18694484836029557","40","[256,256,1]","0.00009427040729775056","1.0238462080890125","multitask","39","","0.699288256227758","0.6774083412123122","0.6624712944030762","","","0.6827409995926751","0.5646831393241882","","","0.518988667262925","0.9046814209885068","0.5614035087473068","0.7934131736289397"
"dauntless-sweep-5","finished","2025-07-14T11:24:22.000Z","11639","","2","0.0002","32","1","0.209320873783613","40","[256,256,1]","0.00006264294863572054","1.0947180676073658","multitask","39","","0.7135231316725978","0.6866004832440382","0.6613237261772156","","","0.6858999762270186","0.5629920959472656","","","0.5225968046320809","0.8921202255619897","0.5438596490989535","0.8293413173404388"
"upbeat-sweep-4","finished","2025-07-14T08:10:38.000Z","11621","","1","0.0002","32","0.5","0.2029635946391821","40","[256,256,1]","0.00008013303274225415","0.9310534581584406","multitask","39","","0.701067615658363","0.669857653114823","0.6612008213996887","","","0.6844295528199937","0.5624810457229614","","","0.5208885106775496","0.9062689940134684","0.5043859648901585","0.8353293412923554"
"morning-sweep-3","finished","2025-07-14T04:36:04.000Z","12871","","1","0.0002","128","1","0.18879107337844148","40","[256,256,1]","0.000025074750018489573","0.9559635456046124","multitask","39","","0.7473309608540926","0.7233953146338902","0.6121616959571838","","","0.6728636264801026","0.5146008133888245","","","0.507105928659439","0.9268935441970824","0.5964912280440136","0.8502994011721468"
"misunderstood-sweep-2","finished","2025-07-14T01:28:11.000Z","11265","","2","0.0002","32","1","0.2078021241825971","40","[256,256,1]","0.00005734790789768109","1.0448108175340505","multitask","39","","0.702846975088968","0.6553472003361698","0.6620455384254456","","","0.683772110276752","0.5637717247009277","","","0.5202075789372126","0.9306562940279642","0.4035087719121268","0.9071856287153536"
"colorful-sweep-1","finished","2025-07-13T21:40:03.000Z","13684","","0.5","0.0002","128","2","0.23949336410174385","40","[256,256,1]","0.00012968415135588169","0.8947030762530578","multitask","39","","0.701067615658363","0.6886490177539657","0.6109059453010559","","","0.6696939826011657","0.5129002332687378","","","0.5034852862358093","0.9572294354438782","0.6228070175165435","0.7544910179414823"